Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_DefAct,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_DefAct,Matches
Joshua Acheampong,eng ENG,DF,Chelsea,18,2006,1.9,2,1.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tyler Adams,us USA,MF,Bournemouth,25,1999,21.8,41,1.88,35,0,0,1,1,4,4,0.18,3,0,0,0,0,1,Matches
Tosin Adarabioyo,eng ENG,DF,Chelsea,26,1997,15.7,15,0.96,8,0,0,6,0,1,1,0.06,0,0,0,1,0,0,Matches
Simon Adingra,ci CIV,"FW,MF",Brighton,22,2002,12.2,47,3.86,33,0,6,8,0,0,7,0.57,5,0,1,1,0,0,Matches
Emmanuel Agbadou,ci CIV,DF,Wolves,27,1997,15.7,17,1.09,15,2,0,0,0,0,3,0.19,2,1,0,0,0,0,Matches
Asher Agbinone,eng ENG,MF,Crystal Palace,18,2005,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ola Aina,ng NGA,DF,Nott'ham Forest,27,1996,33.3,62,1.86,49,5,3,1,3,1,4,0.12,3,0,0,0,0,1,Matches
Rayan Aït-Nouri,dz ALG,DF,Wolves,23,2001,34.5,91,2.63,56,15,8,7,4,1,12,0.35,10,1,0,0,0,1,Matches
Kristoffer Ajer,no NOR,DF,Brentford,26,1998,16.0,18,1.13,15,0,1,2,0,0,2,0.13,2,0,0,0,0,0,Matches
Manuel Akanji,ch SUI,DF,Manchester City,29,1995,22.4,37,1.65,37,0,0,0,0,0,3,0.13,3,0,0,0,0,0,Matches
Nathan Aké,nl NED,DF,Manchester City,29,1995,7.5,8,1.06,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Carlos Alcaraz,ar ARG,MF,Southampton,21,2002,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Carlos Alcaraz,ar ARG,"FW,MF",Everton,21,2002,8.5,33,3.89,24,2,3,3,1,0,6,0.71,5,0,0,1,0,0,Matches
Trent Alexander-Arnold,eng ENG,DF,Liverpool,25,1998,26.3,98,3.73,74,15,5,4,0,0,10,0.38,9,1,0,0,0,0,Matches
Alisson,br BRA,GK,Liverpool,31,1992,27.9,7,0.25,7,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Miguel Almirón,py PAR,FW,Newcastle Utd,30,1994,1.7,8,4.59,6,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Olabade Aluko,,DF,Leicester City,,,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Edson Álvarez,mx MEX,MF,West Ham,26,1997,19.7,28,1.42,24,0,2,1,1,0,2,0.10,2,0,0,0,0,0,Matches
Will Alves,eng ENG,FW,Leicester City,19,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harry Amass,eng ENG,DF,Manchester Utd,17,2007,3.8,8,2.08,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Samuel Amo-Ameyaw,eng ENG,"FW,DF",Southampton,18,2006,0.3,2,6.43,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Mathis Amougou,fr FRA,MF,Chelsea,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Joachim Andersen,dk DEN,DF,Crystal Palace,28,1996,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Joachim Andersen,dk DEN,DF,Fulham,28,1996,28.7,35,1.23,27,1,0,7,0,0,2,0.07,1,1,0,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Elliot Anderson,eng ENG,MF,Nott'ham Forest,21,2002,30.3,87,2.87,43,20,7,8,4,5,10,0.33,4,3,0,1,1,1,Matches
André,br BRA,MF,Wolves,23,2001,27.5,49,1.78,41,3,1,0,0,4,3,0.11,2,1,0,0,0,0,Matches
Michail Antonio,jm JAM,FW,West Ham,34,1990,9.3,22,2.37,14,0,1,5,1,1,4,0.43,0,0,0,4,0,0,Matches
Antony,br BRA,"DF,MF",Manchester Utd,24,2000,1.6,8,5.11,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Julian Araujo,mx MEX,DF,Bournemouth,22,2001,5.5,5,0.91,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Cameron Archer,eng ENG,FW,Southampton,23,2001,16.0,20,1.25,10,0,4,5,1,0,0,0.00,0,0,0,0,0,0,Matches
Alphonse Areola,fr FRA,GK,West Ham,31,1993,25.1,3,0.12,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Joe Aribo,ng NGA,"MF,DF",Southampton,28,1996,22.4,37,1.66,32,0,2,1,2,0,1,0.04,1,0,0,0,0,0,Matches
Adam Armstrong,eng ENG,"FW,MF",Southampton,27,1997,13.9,19,1.37,12,1,2,4,0,0,4,0.29,1,0,0,3,0,0,Matches
Harrison Armstrong,eng ENG,MF,Everton,17,2007,0.5,1,1.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kepa Arrizabalaga,es ESP,GK,Bournemouth,29,1994,31.0,4,0.13,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marco Asensio,es ESP,MF,Aston Villa,28,1996,8.3,35,4.24,22,7,1,1,3,1,3,0.36,2,0,0,1,0,0,Matches
Brandon Austin,eng ENG,GK,Tottenham,25,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,26,1997,4.6,9,1.95,5,0,1,2,1,0,1,0.22,0,0,0,1,0,0,Matches
Yasin Ayari,se SWE,MF,Brighton,20,2003,21.8,61,2.79,36,13,3,3,4,2,6,0.27,4,2,0,0,0,0,Matches
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,32,1991,0.2,1,4.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jordan Ayew,gh GHA,"FW,MF",Leicester City,32,1991,18.2,41,2.25,24,8,3,4,1,1,2,0.11,1,0,0,1,0,0,Matches
Benoît Badiashile,fr FRA,DF,Chelsea,23,2001,3.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Leon Bailey,jm JAM,"FW,MF",Aston Villa,26,1997,12.7,38,3.01,23,1,8,3,3,0,4,0.32,4,0,0,0,0,0,Matches
Carlos Baleba,cm CMR,MF,Brighton,20,2004,29.6,66,2.23,55,0,2,5,1,3,4,0.14,2,0,0,0,1,1,Matches
Ross Barkley,eng ENG,MF,Aston Villa,30,1993,6.5,18,2.78,15,1,2,0,0,0,3,0.46,3,0,0,0,0,0,Matches
Harvey Barnes,eng ENG,FW,Newcastle Utd,26,1997,19.5,64,3.27,44,1,7,6,6,0,9,0.46,6,0,1,1,1,0,Matches
Calvin Bassey,ng NGA,DF,Fulham,24,1999,34.2,23,0.67,19,1,2,0,0,1,3,0.09,2,0,0,0,0,1,Matches
Altay Bayındır,tr TUR,GK,Manchester Utd,26,1998,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jan Bednarek,pl POL,DF,Southampton,28,1996,28.1,16,0.57,15,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Armel Bella Kotchap,de GER,DF,Southampton,22,2001,3.7,2,0.54,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,26,1998,18.6,57,3.06,35,5,4,4,7,2,11,0.59,8,1,0,0,1,1,Matches
Rodrigo Bentancur,uy URU,MF,Tottenham,27,1997,18.3,45,2.46,36,0,1,5,1,2,3,0.16,3,0,0,0,0,0,Matches
Daniel Bentley,eng ENG,GK,Wolves,31,1993,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sander Berge,no NOR,MF,Fulham,26,1998,24.7,48,1.94,43,1,1,1,0,2,2,0.08,2,0,0,0,0,0,Matches
Lucas Bergvall,se SWE,MF,Tottenham,18,2006,13.5,22,1.63,16,4,0,2,0,0,4,0.30,3,0,0,1,0,0,Matches
Victor Bernth Kristiansen,dk DEN,DF,Leicester City,21,2002,27.6,42,1.52,33,6,1,0,2,0,3,0.11,3,0,0,0,0,0,Matches
Beto,gw GNB,FW,Everton,26,1998,17.0,26,1.52,16,0,3,3,4,0,1,0.06,1,0,0,0,0,0,Matches
Philip Billing,dk DEN,MF,Bournemouth,28,1996,2.0,16,7.83,13,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
Yves Bissouma,ml MLI,MF,Tottenham,27,1996,15.6,16,1.02,15,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Oscar Bobb,no NOR,FW,Manchester City,21,2003,0.2,2,11.25,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lamare Bogarde,nl NED,"DF,MF",Aston Villa,20,2004,5.3,10,1.89,8,1,0,0,0,1,1,0.19,1,0,0,0,0,0,Matches
Willy Boly,ci CIV,DF,Nott'ham Forest,33,1991,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sven Botman,nl NED,DF,Newcastle Utd,24,2000,4.6,4,0.87,1,0,0,3,0,0,0,0.00,0,0,0,0,0,0,Matches
Jarrod Bowen,eng ENG,"FW,MF",West Ham,27,1996,33.0,113,3.42,70,13,6,13,9,2,15,0.45,11,2,1,1,0,0,Matches
Conor Bradley,nir NIR,DF,Liverpool,21,2003,8.4,19,2.27,13,0,5,0,1,0,4,0.48,3,0,1,0,0,0,Matches
Jarrad Branthwaite,eng ENG,DF,Everton,22,2002,27.9,13,0.47,11,1,0,0,1,0,2,0.07,1,1,0,0,0,0,Matches
James Bree,eng ENG,DF,Southampton,26,1997,11.9,16,1.34,13,2,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
Ben Brereton,cl CHI,FW,Southampton,25,1999,5.0,9,1.80,7,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Nathan Broadhead,wls WAL,"MF,FW",Ipswich Town,26,1998,7.8,22,2.82,15,0,6,1,0,0,2,0.26,1,0,1,0,0,0,Matches
Armando Broja,al ALB,FW,Everton,22,2001,3.7,7,1.89,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
David Brooks,wls WAL,"FW,MF",Bournemouth,27,1997,10.7,46,4.31,36,6,2,2,0,0,2,0.19,1,0,0,1,0,0,Matches
Emi Buendía,ar ARG,"MF,FW",Aston Villa,27,1996,1.1,3,2.76,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Santiago Bueno,uy URU,DF,Wolves,25,1998,18.7,12,0.64,10,1,0,0,0,1,4,0.21,3,0,0,0,0,1,Matches
Facundo Buonanotte,ar ARG,"FW,MF",Leicester City,19,2004,16.9,51,3.01,27,11,9,1,3,0,5,0.30,1,2,2,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Cameron Burgess,au AUS,DF,Ipswich Town,28,1995,17.1,14,0.82,14,0,0,0,0,0,3,0.18,3,0,0,0,0,0,Matches
Dan Burn,eng ENG,DF,Newcastle Utd,32,1992,37.0,27,0.73,21,1,0,4,1,0,4,0.11,3,1,0,0,0,0,Matches
Wes Burns,wls WAL,"FW,DF",Ipswich Town,29,1994,10.3,16,1.55,12,0,1,1,2,0,1,0.10,1,0,0,0,0,0,Matches
Nathan Butler-Oyedeji,eng ENG,FW,Arsenal,21,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Moisés Caicedo,ec ECU,"MF,DF",Chelsea,22,2001,37.2,98,2.63,86,0,2,0,3,7,9,0.24,6,0,0,0,2,1,Matches
Tom Cairney,sct SCO,MF,Fulham,33,1991,7.0,33,4.71,28,2,0,2,1,0,3,0.43,3,0,0,0,0,0,Matches
Jens Cajuste,se SWE,MF,Ipswich Town,24,1999,21.8,36,1.65,28,2,4,0,1,1,2,0.09,1,0,1,0,0,0,Matches
Riccardo Calafiori,it ITA,DF,Arsenal,22,2002,10.9,13,1.19,11,0,1,1,0,0,2,0.18,2,0,0,0,0,0,Matches
Dominic Calvert-Lewin,eng ENG,FW,Everton,27,1997,17.9,26,1.46,14,0,4,3,3,2,4,0.22,1,0,2,0,1,0,Matches
Diego Carlos,br BRA,DF,Aston Villa,31,1993,9.2,4,0.43,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Fabio Carvalho,pt POR,"FW,MF",Brentford,21,2002,5.1,10,1.97,7,0,1,2,0,0,1,0.20,1,0,0,0,0,0,Matches
Casemiro,br BRA,MF,Manchester Utd,32,1992,16.6,53,3.19,49,1,0,3,0,0,4,0.24,4,0,0,0,0,0,Matches
Kaelan Casey,eng ENG,DF,West Ham,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matty Cash,pl POL,DF,Aston Villa,26,1997,23.0,25,1.09,22,1,1,0,0,1,4,0.17,3,0,0,0,0,1,Matches
Eiran Cashin,ie IRL,DF,Brighton,22,2001,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Timothy Castagne,be BEL,DF,Fulham,28,1995,18.3,25,1.36,21,0,1,2,1,0,3,0.16,2,0,0,1,0,0,Matches
Trevoh Chalobah,eng ENG,DF,Crystal Palace,25,1999,11.8,11,0.93,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Trevoh Chalobah,eng ENG,DF,Chelsea,25,1999,10.1,13,1.29,10,0,0,2,0,1,3,0.30,1,0,0,1,0,1,Matches
Conor Chaplin,eng ENG,"MF,FW",Ipswich Town,27,1997,9.5,22,2.32,19,3,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
Youssef Chermiti,pt POR,"FW,MF",Everton,20,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Federico Chiesa,it ITA,FW,Liverpool,26,1997,1.2,6,5.00,6,0,0,0,0,0,1,0.83,1,0,0,0,0,0,Matches
Ben Chilwell,eng ENG,DF,Crystal Palace,27,1996,2.9,8,2.77,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Chiquinho,pt POR,MF,Wolves,24,2000,0.1,2,25.71,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Hamza Choudhury,bd BAN,"MF,DF",Leicester City,26,1997,1.5,3,2.05,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ryan Christie,sct SCO,MF,Bournemouth,29,1995,23.5,85,3.62,72,7,0,3,2,1,9,0.38,8,1,0,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Harry Clarke,eng ENG,DF,Ipswich Town,23,2001,4.2,1,0.24,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jack Clarke,eng ENG,"FW,MF",Ipswich Town,23,2000,13.1,50,3.81,42,2,3,0,0,3,5,0.38,4,1,0,0,0,0,Matches
Nathaniel Clyne,eng ENG,"DF,MF",Crystal Palace,33,1991,5.4,3,0.56,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Conor Coady,eng ENG,DF,Leicester City,31,1993,19.0,6,0.32,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Séamus Coleman,ie IRL,DF,Everton,35,1988,2.4,2,0.84,1,0,1,0,0,0,1,0.42,1,0,0,0,0,0,Matches
Nathan Collins,ie IRL,DF,Brentford,23,2001,38.0,30,0.79,22,2,1,3,2,0,8,0.21,4,1,0,1,2,0,Matches
Toby Collyer,eng ENG,MF,Manchester Utd,20,2004,2.0,5,2.50,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Levi Colwill,eng ENG,DF,Chelsea,21,2003,35.0,38,1.09,34,2,0,1,0,1,3,0.09,2,0,0,0,0,1,Matches
Lewis Cook,eng ENG,"MF,DF",Bournemouth,27,1997,33.1,89,2.69,69,18,0,2,0,0,5,0.15,2,1,0,2,0,0,Matches
Maxwel Cornet,ci CIV,FW,Southampton,27,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Vladimír Coufal,cz CZE,DF,West Ham,31,1992,11.9,18,1.52,14,4,0,0,0,0,1,0.08,0,1,0,0,0,0,Matches
Woyo Coulibaly,ml MLI,DF,Leicester City,25,1999,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aaron Cresswell,eng ENG,DF,West Ham,34,1989,9.2,15,1.64,7,8,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marc Cucurella,es ESP,DF,Chelsea,26,1998,33.2,51,1.54,44,4,0,2,1,0,5,0.15,4,1,0,0,0,0,Matches
Jorge Cuenca,es ESP,DF,Fulham,24,1999,3.9,1,0.26,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matheus Cunha,br BRA,"MF,FW",Wolves,25,1999,28.9,132,4.57,75,14,19,9,12,3,16,0.55,10,0,4,0,1,1,Matches
Patson Daka,zm ZAM,"FW,MF",Leicester City,25,1998,8.2,10,1.23,7,0,2,1,0,0,1,0.12,0,0,1,0,0,0,Matches
Diogo Dalot,pt POR,DF,Manchester Utd,25,1999,31.3,74,2.37,57,5,7,4,0,1,5,0.16,3,0,1,1,0,0,Matches
Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,24,2000,32.3,120,3.71,92,14,6,2,1,5,21,0.65,15,3,1,0,1,1,Matches
Danilo,br BRA,"MF,FW",Nott'ham Forest,23,2001,3.1,7,2.31,7,0,0,0,0,0,2,0.66,2,0,0,0,0,0,Matches
Jayden Danns,eng ENG,MF,Liverpool,18,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Danso,at AUT,DF,Tottenham,25,1998,9.4,9,0.96,8,0,0,1,0,0,2,0.21,2,0,0,0,0,0,Matches
Ben Davies,wls WAL,DF,Tottenham,31,1993,14.8,8,0.54,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Leif Davis,eng ENG,DF,Ipswich Town,24,2000,30.5,93,3.05,46,39,3,3,1,1,4,0.13,3,0,1,0,0,0,Matches
Craig Dawson,eng ENG,DF,Wolves,34,1990,10.8,7,0.65,6,0,0,1,0,0,2,0.19,1,0,0,1,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Kevin De Bruyne,be BEL,"MF,FW",Manchester City,33,1991,18.9,113,5.97,73,26,3,6,3,2,11,0.58,9,1,0,1,0,0,Matches
Bobby De Cordova-Reid,jm JAM,FW,Leicester City,31,1993,8.3,13,1.57,8,0,0,3,2,0,3,0.36,1,0,0,1,1,0,Matches
Liam Delap,eng ENG,FW,Ipswich Town,21,2003,28.8,62,2.15,28,0,12,7,13,2,7,0.24,3,0,2,0,2,0,Matches
Sepp van den Berg,nl NED,DF,Brentford,22,2001,28.7,22,0.77,19,0,0,2,1,0,2,0.07,1,0,0,0,1,0,Matches
Justin Devenny,nir NIR,MF,Crystal Palace,20,2003,5.6,15,2.66,12,2,0,1,0,0,1,0.18,1,0,0,0,0,0,Matches
Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,25,1998,2.9,5,1.70,5,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
Amad Diallo,ci CIV,"MF,FW",Manchester Utd,22,2002,21.1,97,4.59,65,9,10,3,6,4,18,0.85,7,0,4,1,2,4,Matches
Rúben Dias,pt POR,DF,Manchester City,27,1997,25.2,26,1.03,17,0,0,7,0,2,1,0.04,1,0,0,0,0,0,Matches
Luis Díaz,co COL,FW,Liverpool,27,1997,26.7,117,4.39,88,0,16,9,4,0,16,0.60,13,0,1,0,2,0,Matches
Tyler Dibling,eng ENG,"FW,MF",Southampton,18,2006,20.8,56,2.69,34,1,11,5,5,0,4,0.19,2,0,1,1,0,0,Matches
Lucas Digne,fr FRA,DF,Aston Villa,31,1993,26.1,66,2.53,42,18,1,4,0,1,5,0.19,5,0,0,0,0,0,Matches
Issa Diop,fr FRA,DF,Fulham,27,1997,14.9,6,0.40,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Axel Disasi,fr FRA,DF,Aston Villa,26,1998,5.4,9,1.65,7,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Axel Disasi,fr FRA,DF,Chelsea,26,1998,4.0,2,0.49,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Roman Dixon,eng ENG,DF,Everton,19,2004,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Nasser Djiga,bf BFA,DF,Wolves,21,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matt Doherty,ie IRL,DF,Wolves,32,1992,23.4,25,1.07,19,3,1,1,1,0,3,0.13,3,0,0,0,0,0,Matches
Jeremy Doku,be BEL,"FW,MF",Manchester City,22,2002,16.8,79,4.69,60,1,13,1,3,1,14,0.83,11,0,3,0,0,0,Matches
Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26,1998,21.8,38,1.74,29,1,0,3,3,2,0,0.00,0,0,0,0,0,0,Matches
