Player,Nation,Pos,Squad,Age,Born,90s,Goals,Shots,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Dane Scarlett,eng ENG,"FW,MF",Tottenham,20,2004,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,13.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Kevin Schade,de GER,FW,Brentford,22,2001,25.5,11,55,27,49.1,2.16,1.06,0.20,0.41,11.5,0,0,0,8.2,8.2,0.15,+2.8,+2.8,Matches
Fabian Schär,ch SUI,DF,Newcastle Utd,32,1991,32.6,4,40,11,27.5,1.23,0.34,0.10,0.36,19.8,5,0,0,3.7,3.7,0.09,+0.3,+0.3,Matches
Jeffrey Schlupp,gh GHA,"MF,DF",Crystal Palace,31,1992,1.1,0,4,2,50.0,3.50,1.75,0.00,0.00,17.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Alex Scott,eng ENG,MF,Bournemouth,20,2003,8.4,0,15,6,40.0,1.79,0.72,0.00,0.00,21.1,1,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Matz Sels,be BEL,GK,Nott'ham Forest,32,1992,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nélson Semedo,pt POR,DF,Wolves,30,1993,32.1,0,18,7,38.9,0.56,0.22,0.00,0.00,23.9,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Antoine Semenyo,gh GHA,FW,Bournemouth,24,2000,35.6,11,125,40,32.0,3.51,1.12,0.09,0.28,17.0,0,0,0,10.0,10.0,0.08,+1.0,+1.0,Matches
Marcos Senesi,ar ARG,DF,Bournemouth,27,1997,12.3,0,3,0,0.0,0.24,0.00,0.00,,7.9,0,0,0,0.8,0.8,0.28,-0.8,-0.8,Matches
Ryan Sessegnon,eng ENG,"FW,DF",Fulham,24,2000,6.4,4,14,8,57.1,2.17,1.24,0.29,0.50,12.8,0,0,0,1.6,1.6,0.12,+2.4,+2.4,Matches
Luke Shaw,eng ENG,DF,Manchester Utd,29,1995,3.9,0,1,0,0.0,0.26,0.00,0.00,,23.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Zain Silcott-Duberry,ms MSR,FW,Bournemouth,19,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bernardo Silva,pt POR,"MF,FW",Manchester City,29,1994,29.7,4,32,11,34.4,1.08,0.37,0.13,0.36,12.4,0,0,0,3.9,3.9,0.12,+0.1,+0.1,Matches
Jota Silva,pt POR,"FW,MF",Nott'ham Forest,24,1999,9.5,3,23,7,30.4,2.42,0.74,0.13,0.43,14.5,0,0,0,2.1,2.1,0.09,+0.9,+0.9,Matches
Eric da Silva Moreira,de GER,"MF,DF",Nott'ham Forest,18,2006,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jahmai Simpson-Pusey,eng ENG,DF,Manchester City,18,2005,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Luis Sinisterra,co COL,"FW,MF",Bournemouth,25,1999,2.6,1,13,6,46.2,4.96,2.29,0.08,0.17,14.8,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
Oliver Skipp,eng ENG,MF,Leicester City,23,2000,12.5,0,5,1,20.0,0.40,0.08,0.00,0.00,19.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
William Smallbone,ie IRL,MF,Southampton,24,2000,7.7,1,7,1,14.3,0.91,0.13,0.14,1.00,17.6,1,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
Adam Smith,eng ENG,DF,Bournemouth,33,1991,17.7,0,3,0,0.0,0.17,0.00,0.00,,16.9,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches
Emile Smith Rowe,eng ENG,MF,Fulham,24,2000,22.7,6,37,11,29.7,1.63,0.48,0.16,0.55,16.0,0,0,0,4.5,4.5,0.12,+1.5,+1.5,Matches
Dominic Solanke,eng ENG,FW,Tottenham,26,1997,24.5,9,59,24,40.7,2.41,0.98,0.14,0.33,12.4,0,1,1,10.9,10.1,0.17,-1.9,-2.1,Matches
Carlos Soler,es ESP,"MF,FW",West Ham,27,1997,15.7,1,25,8,32.0,1.60,0.51,0.04,0.13,19.0,1,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
Julio Soler,ar ARG,"DF,FW",Bournemouth,19,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ramón Sosa,py PAR,"FW,MF",Nott'ham Forest,24,1999,3.3,1,11,5,45.5,3.36,1.53,0.09,0.20,18.6,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
Tomáš Souček,cz CZE,MF,West Ham,29,1995,28.5,9,55,17,30.9,1.93,0.60,0.16,0.53,11.9,0,0,0,6.7,6.7,0.13,+2.3,+2.3,Matches
Boubakary Soumaré,fr FRA,MF,Leicester City,25,1999,24.1,0,7,0,0.0,0.29,0.00,0.00,,23.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Djed Spence,eng ENG,DF,Tottenham,23,2000,19.9,1,10,3,30.0,0.50,0.15,0.10,0.33,23.9,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Jay Stansfield,eng ENG,MF,Fulham,21,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jason Steele,eng ENG,GK,Brighton,33,1990,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jack Stephens,eng ENG,DF,Southampton,30,1994,15.4,1,4,2,50.0,0.26,0.13,0.25,0.50,11.0,0,0,0,0.6,0.6,0.14,+0.4,+0.4,Matches
Raheem Sterling,eng ENG,"FW,MF",Arsenal,29,1994,5.5,0,11,0,0.0,1.98,0.00,0.00,,15.1,2,0,0,1.4,1.4,0.13,-1.4,-1.4,Matches
Ross Stewart,sct SCO,FW,Southampton,28,1996,4.3,1,9,2,22.2,2.08,0.46,0.11,0.50,10.8,0,0,0,1.1,1.1,0.12,-0.1,-0.1,Matches
Jakub Stolarczyk,pl POL,GK,Leicester City,23,2000,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
John Stones,eng ENG,"DF,MF",Manchester City,30,1994,6.1,2,2,2,100.0,0.33,0.33,1.00,1.00,5.1,0,0,0,0.4,0.4,0.22,+1.6,+1.6,Matches
Jørgen Strand Larsen,no NOR,FW,Wolves,24,2000,28.7,14,54,33,61.1,1.88,1.15,0.26,0.42,11.3,0,0,0,10.3,10.3,0.19,+3.7,+3.7,Matches
Yukinari Sugawara,jp JPN,"DF,MF",Southampton,24,2000,17.3,1,14,5,35.7,0.81,0.29,0.07,0.20,20.2,1,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
Kamaldeen Sulemana,gh GHA,"FW,MF",Southampton,22,2002,15.6,1,29,8,27.6,1.86,0.51,0.03,0.13,18.6,0,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
Crysencio Summerville,nl NED,"FW,MF",West Ham,22,2001,8.7,1,14,4,28.6,1.60,0.46,0.07,0.25,13.4,0,0,0,1.6,1.6,0.12,-0.6,-0.6,Matches
Sammie Szmodics,ie IRL,"FW,MF",Ipswich Town,28,1995,11.0,4,21,12,57.1,1.91,1.09,0.19,0.33,14.0,0,0,0,3.4,3.4,0.16,+0.6,+0.6,Matches
Dominik Szoboszlai,hu HUN,MF,Liverpool,23,2000,27.7,6,67,22,32.8,2.42,0.79,0.09,0.27,18.9,4,0,0,7.3,7.3,0.11,-1.3,-1.3,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Matt Targett,eng ENG,DF,Newcastle Utd,28,1995,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James Tarkowski,eng ENG,DF,Everton,31,1992,32.5,1,15,4,26.7,0.46,0.12,0.07,0.25,8.4,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
Marcus Tavernier,eng ENG,"FW,MF",Bournemouth,25,1999,21.5,3,57,17,29.8,2.65,0.79,0.05,0.18,21.1,4,0,0,5.5,5.5,0.10,-2.5,-2.5,Matches
Charlie Taylor,eng ENG,DF,Southampton,30,1993,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jack Taylor,ie IRL,MF,Ipswich Town,26,1998,9.6,1,19,4,21.1,1.99,0.42,0.05,0.25,23.9,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
Mathys Tel,fr FRA,FW,Tottenham,19,2005,10.1,2,22,8,36.4,2.17,0.79,0.05,0.13,16.0,1,1,1,3.0,2.2,0.10,-1.0,-1.2,Matches
Kenny Tete,nl NED,DF,Fulham,28,1995,19.7,0,24,2,8.3,1.22,0.10,0.00,0.00,15.5,0,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
Thiago,br BRA,"FW,MF",Brentford,23,2001,1.9,0,2,0,0.0,1.03,0.00,0.00,,14.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Luke Thomas,eng ENG,DF,Leicester City,23,2001,12.3,0,5,0,0.0,0.41,0.00,0.00,,16.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Youri Tielemans,be BEL,MF,Aston Villa,27,1997,33.6,3,40,12,30.0,1.19,0.36,0.08,0.25,20.1,0,0,1,3.3,2.5,0.06,-0.3,+0.5,Matches
Kieran Tierney,sct SCO,"DF,FW",Arsenal,27,1997,2.9,1,2,1,50.0,0.69,0.35,0.50,1.00,4.1,0,0,0,0.4,0.4,0.18,+0.6,+0.6,Matches
Jurriën Timber,nl NED,DF,Arsenal,23,2001,26.9,1,14,4,28.6,0.52,0.15,0.07,0.25,14.1,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
Jean-Clair Todibo,fr FRA,DF,West Ham,24,1999,20.3,0,5,0,0.0,0.25,0.00,0.00,,12.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Harry Toffolo,eng ENG,DF,Nott'ham Forest,28,1995,1.5,0,1,0,0.0,0.66,0.00,0.00,,28.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Takehiro Tomiyasu,jp JPN,DF,Arsenal,25,1998,0.1,0,1,0,0.0,12.86,0.00,0.00,,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,Matches
Sandro Tonali,it ITA,MF,Newcastle Utd,24,2000,29.2,4,35,12,34.3,1.20,0.41,0.11,0.33,19.6,3,0,0,4.4,4.4,0.13,-0.4,-0.4,Matches
Pau Torres,es ESP,DF,Aston Villa,27,1997,22.4,0,8,2,25.0,0.36,0.09,0.00,0.00,11.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Conor Townsend,eng ENG,DF,Ipswich Town,31,1993,3.7,0,1,0,0.0,0.27,0.00,0.00,,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Adama Traoré,es ESP,"FW,MF",Fulham,28,1996,19.7,2,39,12,30.8,1.98,0.61,0.05,0.17,14.2,0,0,0,4.0,4.0,0.10,-2.0,-2.0,Matches
Boubacar Traoré,ml MLI,MF,Wolves,22,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mark Travers,ie IRL,GK,Bournemouth,25,1999,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ryan Trevitt,eng ENG,MF,Brentford,21,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kieran Trippier,eng ENG,DF,Newcastle Utd,33,1990,14.5,0,4,0,0.0,0.28,0.00,0.00,,23.6,2,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Leandro Trossard,be BEL,FW,Arsenal,29,1994,28.3,8,72,21,29.2,2.55,0.74,0.11,0.38,15.9,0,0,0,7.2,7.2,0.10,+0.8,+0.8,Matches
Kostas Tsimikas,gr GRE,DF,Liverpool,28,1996,9.3,0,4,2,50.0,0.43,0.22,0.00,0.00,16.1,0,0,0,0.4,0.4,0.10,-0.4,-0.4,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Axel Tuanzebe,cd COD,DF,Ipswich Town,26,1997,19.0,0,4,0,0.0,0.21,0.00,0.00,,15.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Destiny Udogie,it ITA,DF,Tottenham,21,2002,21.4,0,5,1,20.0,0.23,0.05,0.00,0.00,15.1,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Manuel Ugarte Ribeiro,uy URU,MF,Manchester Utd,23,2001,19.8,1,19,4,21.1,0.96,0.20,0.05,0.25,21.7,0,0,0,1.0,1.0,0.05,0.0,0.0,Matches
Lesley Ugochukwu,fr FRA,MF,Southampton,20,2004,18.4,1,10,1,10.0,0.54,0.05,0.10,1.00,17.0,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
Enes Ünal,tr TUR,"FW,MF",Bournemouth,27,1997,3.8,2,20,7,35.0,5.22,1.83,0.10,0.29,14.6,3,0,0,2.7,2.7,0.14,-0.7,-0.7,Matches
Virgil van Dijk,nl NED,DF,Liverpool,33,1991,37.0,3,27,8,29.6,0.73,0.22,0.11,0.38,13.1,1,0,0,2.2,2.2,0.08,+0.8,+0.8,Matches
Jamie Vardy,eng ENG,FW,Leicester City,37,1987,31.4,9,56,23,41.1,1.79,0.73,0.14,0.35,12.1,1,1,2,11.2,9.6,0.17,-2.2,-1.6,Matches
Renato Veiga,pt POR,"DF,MF",Chelsea,21,2003,2.0,0,3,1,33.3,1.49,0.50,0.00,0.00,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Joël Veltman,nl NED,DF,Brighton,32,1992,18.9,0,6,1,16.7,0.32,0.05,0.00,0.00,19.7,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Micky van de Ven,nl NED,DF,Tottenham,23,2001,11.3,0,6,2,33.3,0.53,0.18,0.00,0.00,11.1,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Bart Verbruggen,nl NED,GK,Brighton,21,2002,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jannik Vestergaard,dk DEN,DF,Leicester City,31,1992,15.5,0,3,2,66.7,0.19,0.13,0.00,0.00,9.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Guglielmo Vicario,it ITA,GK,Tottenham,27,1996,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Carlos Vinícius,br BRA,"MF,FW",Fulham,29,1995,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,17.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Kyle Walker,eng ENG,DF,Manchester City,34,1990,10.8,0,5,2,40.0,0.46,0.19,0.00,0.00,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Kyle Walker-Peters,eng ENG,DF,Southampton,27,1997,32.4,0,20,6,30.0,0.62,0.19,0.00,0.00,18.3,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Christian Walton,eng ENG,GK,Ipswich Town,28,1995,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Aaron Wan-Bissaka,eng ENG,DF,West Ham,26,1997,35.0,2,16,5,31.3,0.46,0.14,0.13,0.40,15.1,0,0,0,1.2,1.2,0.07,+0.8,+0.8,Matches
Danny Ward,wls WAL,GK,Leicester City,31,1993,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joel Ward,eng ENG,DF,Crystal Palace,34,1989,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James Ward-Prowse,eng ENG,MF,West Ham,29,1994,11.5,1,13,5,38.5,1.13,0.43,0.08,0.20,19.9,3,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches
James Ward-Prowse,eng ENG,MF,Nott'ham Forest,29,1994,4.4,0,2,1,50.0,0.45,0.23,0.00,0.00,29.0,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Ollie Watkins,eng ENG,FW,Aston Villa,28,1995,28.9,16,82,36,43.9,2.84,1.25,0.17,0.39,12.1,0,2,2,15.3,13.8,0.17,+0.7,+0.2,Matches
Adam Webster,eng ENG,DF,Brighton,29,1995,9.9,0,5,1,20.0,0.51,0.10,0.00,0.00,10.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Danny Welbeck,eng ENG,FW,Brighton,33,1990,23.5,10,59,23,39.0,2.51,0.98,0.15,0.39,15.3,9,1,1,9.6,8.8,0.15,+0.4,+0.2,Matches
Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
Welington,br BRA,DF,Southampton,23,2001,5.4,0,3,0,0.0,0.56,0.00,0.00,,31.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Timo Werner,de GER,"FW,MF",Tottenham,28,1996,5.7,0,8,3,37.5,1.40,0.52,0.00,0.00,18.2,0,0,0,1.0,1.0,0.12,-1.0,-1.0,Matches
Adam Wharton,eng ENG,MF,Crystal Palace,20,2004,14.6,0,13,5,38.5,0.89,0.34,0.00,0.00,25.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Ben White,eng ENG,DF,Arsenal,26,1997,13.3,0,9,2,22.2,0.68,0.15,0.00,0.00,19.4,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Mats Wieffer,nl NED,"DF,MF",Brighton,24,1999,11.3,1,9,4,44.4,0.80,0.35,0.11,0.25,13.2,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
Neco Williams,wls WAL,DF,Nott'ham Forest,23,2001,28.8,1,37,7,18.9,1.28,0.24,0.03,0.14,20.2,1,0,0,2.3,2.3,0.06,-1.3,-1.3,Matches
Willian,br BRA,"FW,MF",Fulham,35,1988,2.9,0,7,0,0.0,2.45,0.00,0.00,,22.1,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Joe Willock,eng ENG,"MF,FW",Newcastle Utd,24,1999,12.1,0,18,3,16.7,1.49,0.25,0.00,0.00,15.1,0,0,0,1.6,1.6,0.09,-1.6,-1.6,Matches
Callum Wilson,eng ENG,FW,Newcastle Utd,32,1992,4.1,0,6,1,16.7,1.46,0.24,0.00,0.00,15.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Harry Wilson,wls WAL,"FW,MF",Fulham,27,1997,12.9,6,43,17,39.5,3.33,1.32,0.14,0.35,18.0,1,0,0,4.2,4.2,0.10,+1.8,+1.8,Matches
Harry Winks,eng ENG,MF,Leicester City,28,1996,17.1,0,10,4,40.0,0.59,0.23,0.00,0.00,29.2,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
Ben Winterburn,eng ENG,"MF,FW",Bournemouth,19,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yoane Wissa,cd COD,FW,Brentford,27,1996,32.4,19,90,41,45.6,2.77,1.26,0.21,0.46,13.2,0,0,0,18.5,18.5,0.21,+0.5,+0.5,Matches
Chris Wood,nz NZL,FW,Nott'ham Forest,32,1991,32.9,20,65,32,49.2,1.98,0.97,0.26,0.53,13.5,0,3,3,13.4,11.0,0.17,+6.6,+6.0,Matches
Nathan Wood-Gordon,eng ENG,DF,Southampton,22,2002,8.6,0,2,0,0.0,0.23,0.00,0.00,,5.9,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Luke Woolfenden,eng ENG,DF,Ipswich Town,25,1998,13.2,0,1,0,0.0,0.08,0.00,0.00,,12.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Yehor Yarmoliuk,ua UKR,MF,Brentford,20,2004,16.1,0,9,2,22.2,0.56,0.12,0.00,0.00,15.9,0,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Ryan Yates,eng ENG,MF,Nott'ham Forest,26,1997,21.3,2,33,9,27.3,1.55,0.42,0.06,0.22,19.6,0,0,0,2.3,2.3,0.07,-0.3,-0.3,Matches
Leny Yoro,fr FRA,DF,Manchester Utd,18,2005,12.9,0,5,1,20.0,0.39,0.08,0.00,0.00,8.6,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Matches
Ashley Young,eng ENG,DF,Everton,39,1985,20.8,1,6,3,50.0,0.29,0.14,0.17,0.33,24.5,3,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Illia Zabarnyi,ua UKR,DF,Bournemouth,21,2002,34.5,0,12,1,8.3,0.35,0.03,0.00,0.00,9.8,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
Oleksandr Zinchenko,ua UKR,"DF,MF",Arsenal,27,1996,5.9,0,10,0,0.0,1.71,0.00,0.00,,19.6,1,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
Joshua Zirkzee,nl NED,"FW,MF",Manchester Utd,23,2001,15.6,3,28,11,39.3,1.80,0.71,0.11,0.27,13.1,0,0,0,4.8,4.8,0.17,-1.8,-1.8,Matches
Martin Ødegaard,no NOR,MF,Arsenal,25,1998,25.8,3,48,15,31.3,1.86,0.58,0.04,0.13,19.2,3,1,1,4.8,4.0,0.08,-1.8,-2.0,Matches
